Date,Open,High,Low,Close,Adj Close,Volume
2015-10-12,63000.000000,64200.000000,62400.000000,63200.000000,63200.000000,32739
2015-10-13,63400.000000,64300.000000,62300.000000,62600.000000,62600.000000,18376
2015-10-14,62700.000000,63400.000000,60300.000000,62100.000000,62100.000000,21541
2015-10-15,62400.000000,62500.000000,61800.000000,62000.000000,62000.000000,10473
2015-10-16,62300.000000,62400.000000,60900.000000,62000.000000,62000.000000,25402
2015-10-19,62300.000000,62400.000000,61400.000000,62200.000000,62200.000000,9773
2015-10-20,62300.000000,62400.000000,61200.000000,62200.000000,62200.000000,16745
2015-10-21,62200.000000,62200.000000,60500.000000,61200.000000,61200.000000,24745
2015-10-22,61300.000000,61300.000000,58500.000000,59800.000000,59800.000000,36085
2015-10-23,60000.000000,60600.000000,59300.000000,59800.000000,59800.000000,9788
2015-10-26,60400.000000,60500.000000,59000.000000,59400.000000,59400.000000,9953
2015-10-27,59300.000000,59900.000000,58600.000000,59200.000000,59200.000000,9108
2015-10-28,58600.000000,60600.000000,58200.000000,60500.000000,60500.000000,20499
2015-10-29,60700.000000,60700.000000,59800.000000,60300.000000,60300.000000,6522
2015-10-30,60400.000000,60500.000000,59000.000000,59100.000000,59100.000000,6527
2015-11-02,59200.000000,59700.000000,58700.000000,59200.000000,59200.000000,6493
2015-11-03,59500.000000,59900.000000,58700.000000,59500.000000,59500.000000,4739
2015-11-04,59200.000000,60500.000000,58900.000000,59600.000000,59600.000000,12222
2015-11-05,60200.000000,60200.000000,59000.000000,59900.000000,59900.000000,4315
2015-11-06,60000.000000,60000.000000,58600.000000,59100.000000,59100.000000,9649
2015-11-09,58600.000000,58900.000000,57000.000000,57200.000000,57200.000000,12372
2015-11-10,56300.000000,57000.000000,54400.000000,54600.000000,54600.000000,10881
2015-11-11,54800.000000,57400.000000,54800.000000,56800.000000,56800.000000,10255
2015-11-12,56600.000000,56700.000000,55900.000000,56700.000000,56700.000000,6148
2015-11-13,56000.000000,56700.000000,55500.000000,56600.000000,56600.000000,3206
2015-11-16,56200.000000,56200.000000,54800.000000,54900.000000,54900.000000,10404
2015-11-17,54500.000000,57000.000000,54500.000000,56000.000000,56000.000000,8496
2015-11-18,56000.000000,56900.000000,53000.000000,56800.000000,56800.000000,7502
2015-11-19,56900.000000,57700.000000,56800.000000,57100.000000,57100.000000,6403
2015-11-20,56900.000000,58100.000000,56900.000000,57500.000000,57500.000000,3934
2015-11-23,57400.000000,57700.000000,56500.000000,56700.000000,56700.000000,4747
2015-11-24,56200.000000,57200.000000,56200.000000,56900.000000,56900.000000,3943
2015-11-25,56800.000000,57000.000000,55500.000000,55800.000000,55800.000000,7035
2015-11-26,55600.000000,56100.000000,55400.000000,55600.000000,55600.000000,6360
2015-11-27,55600.000000,57300.000000,55600.000000,56000.000000,56000.000000,6707
2015-11-30,56200.000000,56900.000000,54800.000000,55000.000000,55000.000000,6196
2015-12-01,55100.000000,56000.000000,54300.000000,54500.000000,54500.000000,5920
2015-12-02,54000.000000,55000.000000,53200.000000,53500.000000,53500.000000,17078
2015-12-03,53300.000000,54100.000000,52700.000000,53900.000000,53900.000000,3351
2015-12-04,53500.000000,55300.000000,53300.000000,54400.000000,54400.000000,5745
2015-12-07,54400.000000,54900.000000,53400.000000,54100.000000,54100.000000,3649
2015-12-08,54000.000000,54100.000000,52300.000000,52900.000000,52900.000000,8438
2015-12-09,52900.000000,53200.000000,51900.000000,52600.000000,52600.000000,4623
2015-12-10,52000.000000,53100.000000,51000.000000,51500.000000,51500.000000,6498
2015-12-11,51600.000000,51900.000000,50500.000000,50600.000000,50600.000000,5135
2015-12-14,49200.000000,50500.000000,49050.000000,49350.000000,49350.000000,10526
2015-12-15,49350.000000,50400.000000,49250.000000,50100.000000,50100.000000,6671
2015-12-16,50000.000000,51300.000000,49800.000000,49950.000000,49950.000000,6010
2015-12-17,50400.000000,50400.000000,49600.000000,49750.000000,49750.000000,6615
2015-12-18,49700.000000,50200.000000,49100.000000,49850.000000,49850.000000,6459
2015-12-21,50300.000000,52400.000000,49900.000000,52400.000000,52400.000000,11913
2015-12-22,52900.000000,53100.000000,51700.000000,51900.000000,51900.000000,6378
2015-12-23,51900.000000,53000.000000,51600.000000,52000.000000,52000.000000,5713
2015-12-24,52300.000000,52500.000000,51400.000000,51600.000000,51600.000000,3675
2015-12-28,51600.000000,52000.000000,51000.000000,51900.000000,51900.000000,4722
2015-12-29,51000.000000,52800.000000,51000.000000,52400.000000,52400.000000,3160
2015-12-30,52500.000000,53000.000000,52000.000000,52000.000000,52000.000000,3850
2016-01-04,51600.000000,52000.000000,51000.000000,51100.000000,51100.000000,4509
2016-01-05,50800.000000,51200.000000,49000.000000,50000.000000,50000.000000,6471
2016-01-06,49550.000000,51300.000000,49550.000000,50800.000000,50800.000000,12959
2016-01-07,51000.000000,52000.000000,50200.000000,51200.000000,51200.000000,6734
2016-01-08,50500.000000,50900.000000,49750.000000,50600.000000,50600.000000,8509
2016-01-11,50000.000000,51000.000000,49850.000000,50400.000000,50400.000000,3832
2016-01-12,49800.000000,50500.000000,49650.000000,49800.000000,49800.000000,8387
2016-01-13,49750.000000,50200.000000,49600.000000,49950.000000,49950.000000,8581
2016-01-14,50200.000000,50200.000000,48550.000000,49000.000000,49000.000000,10577
2016-01-15,49400.000000,49400.000000,47650.000000,47800.000000,47800.000000,18295
2016-01-18,47150.000000,47750.000000,46450.000000,46450.000000,46450.000000,11823
2016-01-19,46450.000000,46850.000000,46200.000000,46300.000000,46300.000000,7693
2016-01-20,46450.000000,46650.000000,42550.000000,43200.000000,43200.000000,28082
2016-01-21,43200.000000,44300.000000,41950.000000,42800.000000,42800.000000,11151
2016-01-22,42800.000000,44150.000000,42800.000000,43900.000000,43900.000000,10501
2016-01-25,44300.000000,44950.000000,43900.000000,44600.000000,44600.000000,9910
2016-01-26,44150.000000,44650.000000,43650.000000,44300.000000,44300.000000,5106
2016-01-27,44250.000000,45500.000000,44200.000000,44800.000000,44800.000000,6631
2016-01-28,44400.000000,45500.000000,44400.000000,45300.000000,45300.000000,4631
2016-01-29,45100.000000,45800.000000,44700.000000,44800.000000,44800.000000,7179
2016-02-01,44900.000000,45300.000000,44800.000000,44850.000000,44850.000000,4143
2016-02-02,44300.000000,45900.000000,44300.000000,45300.000000,45300.000000,5968
2016-02-03,45700.000000,45700.000000,43900.000000,44000.000000,44000.000000,6206
2016-02-04,44050.000000,44300.000000,43550.000000,44300.000000,44300.000000,3287
2016-02-05,44300.000000,44700.000000,43950.000000,44350.000000,44350.000000,3983
2016-02-11,43200.000000,43850.000000,42300.000000,42400.000000,42400.000000,6190
2016-02-12,41600.000000,42350.000000,39400.000000,39500.000000,39500.000000,28551
2016-02-15,39000.000000,40700.000000,39000.000000,40300.000000,40300.000000,6686
2016-02-16,40350.000000,41700.000000,40250.000000,40850.000000,40850.000000,8089
2016-02-17,40700.000000,41600.000000,40500.000000,40550.000000,40550.000000,5089
2016-02-18,41250.000000,41450.000000,40600.000000,41400.000000,41400.000000,7144
2016-02-19,41650.000000,41700.000000,41000.000000,41600.000000,41600.000000,3831
2016-02-22,41750.000000,41800.000000,41150.000000,41500.000000,41500.000000,6100
2016-02-23,41450.000000,41900.000000,40900.000000,40900.000000,40900.000000,8881
2016-02-24,41150.000000,41200.000000,40600.000000,40600.000000,40600.000000,4099
2016-02-25,40600.000000,41150.000000,40500.000000,40800.000000,40800.000000,4800
2016-02-26,41000.000000,47650.000000,40200.000000,43650.000000,43650.000000,37205
2016-02-29,44100.000000,46100.000000,44100.000000,44900.000000,44900.000000,14802
2016-03-02,45150.000000,46500.000000,44800.000000,45500.000000,45500.000000,12289
2016-03-03,44900.000000,45650.000000,44100.000000,44800.000000,44800.000000,7653
2016-03-04,45300.000000,45800.000000,44000.000000,45200.000000,45200.000000,8133
2016-03-07,44500.000000,46100.000000,44500.000000,45450.000000,45450.000000,7956
2016-03-08,45500.000000,45800.000000,44450.000000,45450.000000,45450.000000,7218
2016-03-09,45000.000000,46450.000000,44500.000000,45450.000000,45450.000000,5955
2016-03-10,45100.000000,46400.000000,45100.000000,46200.000000,46200.000000,7158
2016-03-11,46200.000000,46200.000000,45500.000000,45600.000000,45600.000000,4447
2016-03-14,45600.000000,45600.000000,44400.000000,44750.000000,44750.000000,5826
2016-03-15,44250.000000,45000.000000,44100.000000,44700.000000,44700.000000,3128
2016-03-16,44700.000000,46000.000000,44350.000000,44650.000000,44650.000000,4550
2016-03-17,44850.000000,45750.000000,44700.000000,45350.000000,45350.000000,8542
2016-03-18,45400.000000,46150.000000,45400.000000,45700.000000,45700.000000,5478
2016-03-21,45550.000000,46000.000000,44800.000000,45600.000000,45600.000000,4123
2016-03-22,45600.000000,45750.000000,44800.000000,45300.000000,45300.000000,9447
2016-03-23,45100.000000,46600.000000,45100.000000,46450.000000,46450.000000,11858
2016-03-24,45900.000000,46450.000000,45650.000000,46000.000000,46000.000000,7512
2016-03-25,45800.000000,46350.000000,45200.000000,46300.000000,46300.000000,5794
2016-03-28,46450.000000,47600.000000,46300.000000,47600.000000,47600.000000,9975
2016-03-29,47800.000000,47800.000000,46500.000000,46500.000000,46500.000000,11118
2016-03-30,46500.000000,46800.000000,45450.000000,45450.000000,45450.000000,8580
2016-03-31,45200.000000,46100.000000,45000.000000,46050.000000,46050.000000,6074
2016-04-01,45750.000000,46100.000000,44550.000000,44550.000000,44550.000000,7520
2016-04-04,44800.000000,45000.000000,43600.000000,44950.000000,44950.000000,7917
2016-04-05,45000.000000,45350.000000,44250.000000,44750.000000,44750.000000,2765
2016-04-06,44100.000000,44800.000000,44100.000000,44200.000000,44200.000000,3500
2016-04-07,44700.000000,44700.000000,43050.000000,43450.000000,43450.000000,11445
2016-04-08,43550.000000,43550.000000,42000.000000,42050.000000,42050.000000,13291
2016-04-11,42000.000000,42750.000000,41650.000000,41850.000000,41850.000000,6522
2016-04-12,41400.000000,42150.000000,41400.000000,41950.000000,41950.000000,3705
2016-04-14,41950.000000,42500.000000,41850.000000,42000.000000,42000.000000,3910
2016-04-15,42000.000000,43700.000000,41700.000000,43500.000000,43500.000000,8658
2016-04-18,43500.000000,43750.000000,42800.000000,43350.000000,43350.000000,4607
2016-04-19,43350.000000,43750.000000,43200.000000,43650.000000,43650.000000,5586
2016-04-20,43300.000000,44700.000000,43300.000000,44300.000000,44300.000000,7064
2016-04-21,44400.000000,44650.000000,43650.000000,44300.000000,44300.000000,7068
2016-04-22,43750.000000,44450.000000,43700.000000,44150.000000,44150.000000,3008
2016-04-25,44200.000000,44500.000000,43450.000000,44000.000000,44000.000000,7788
2016-04-26,44100.000000,44100.000000,43600.000000,43650.000000,43650.000000,4819
2016-04-27,44050.000000,44100.000000,42700.000000,42700.000000,42700.000000,6152
2016-04-28,43500.000000,43500.000000,42450.000000,42500.000000,42500.000000,3574
2016-04-29,42900.000000,42900.000000,42000.000000,42650.000000,42650.000000,3955
2016-05-02,42650.000000,43100.000000,42500.000000,43000.000000,43000.000000,3508
2016-05-03,42800.000000,43200.000000,42400.000000,42900.000000,42900.000000,4633
2016-05-04,42900.000000,43000.000000,42250.000000,42400.000000,42400.000000,1985
2016-05-09,42400.000000,42400.000000,41100.000000,41300.000000,41300.000000,4848
2016-05-10,41800.000000,41800.000000,40500.000000,41300.000000,41300.000000,7251
2016-05-11,41300.000000,41700.000000,40550.000000,41500.000000,41500.000000,6152
2016-05-12,40800.000000,42200.000000,40800.000000,42150.000000,42150.000000,6990
2016-05-13,42100.000000,42150.000000,41400.000000,41800.000000,41800.000000,5778
2016-05-16,41500.000000,41900.000000,41000.000000,41200.000000,41200.000000,5050
2016-05-17,41600.000000,41600.000000,40200.000000,41000.000000,41000.000000,3855
2016-05-18,41000.000000,41450.000000,40250.000000,41000.000000,41000.000000,6124
2016-05-19,41400.000000,41400.000000,39550.000000,39850.000000,39850.000000,11331
2016-05-20,39650.000000,40050.000000,38500.000000,39350.000000,39350.000000,13464
2016-05-23,39750.000000,41450.000000,38500.000000,39950.000000,39950.000000,12375
2016-05-24,40150.000000,40500.000000,39300.000000,39400.000000,39400.000000,4824
2016-05-25,39800.000000,39850.000000,38850.000000,39500.000000,39500.000000,5329
2016-05-26,39800.000000,40100.000000,39200.000000,39550.000000,39550.000000,4391
2016-05-27,39200.000000,39650.000000,38800.000000,39500.000000,39500.000000,4566
2016-05-30,39500.000000,39900.000000,38400.000000,38800.000000,38800.000000,14965
2016-05-31,38350.000000,38800.000000,37950.000000,38100.000000,38100.000000,14732
2016-06-01,38100.000000,38350.000000,38050.000000,38150.000000,38150.000000,6169
2016-06-02,38150.000000,38950.000000,37950.000000,38550.000000,38550.000000,12876
2016-06-03,38700.000000,38850.000000,38000.000000,38300.000000,38300.000000,7117
2016-06-07,38300.000000,38450.000000,37650.000000,37700.000000,37700.000000,12602
2016-06-08,37750.000000,37750.000000,36900.000000,36900.000000,36900.000000,15410
2016-06-09,37300.000000,37300.000000,36450.000000,37300.000000,37300.000000,15500
2016-06-10,37300.000000,37300.000000,36550.000000,37000.000000,37000.000000,9618
2016-06-13,36300.000000,36650.000000,35500.000000,35800.000000,35800.000000,16974
2016-06-14,35500.000000,35950.000000,34800.000000,35400.000000,35400.000000,14731
2016-06-15,35400.000000,35400.000000,34400.000000,34400.000000,34400.000000,10860
2016-06-16,34400.000000,36500.000000,34400.000000,35050.000000,35050.000000,13818
2016-06-17,35100.000000,35350.000000,34250.000000,34600.000000,34600.000000,10376
2016-06-20,35300.000000,37300.000000,34200.000000,35750.000000,35750.000000,9621
2016-06-21,35200.000000,35800.000000,35200.000000,35800.000000,35800.000000,8272
2016-06-22,35600.000000,36800.000000,35550.000000,36600.000000,36600.000000,8818
2016-06-23,36600.000000,36600.000000,35850.000000,36500.000000,36500.000000,9748
2016-06-24,37100.000000,37150.000000,33500.000000,34600.000000,34600.000000,13802
2016-06-27,31650.000000,34200.000000,31600.000000,33900.000000,33900.000000,32061
2016-06-28,33750.000000,33800.000000,32800.000000,33750.000000,33750.000000,10837
2016-06-29,33950.000000,34300.000000,33350.000000,33900.000000,33900.000000,10395
2016-06-30,33950.000000,41250.000000,33650.000000,38050.000000,38050.000000,133502
2016-07-01,37700.000000,37750.000000,36300.000000,37350.000000,37350.000000,27590
2016-07-04,37350.000000,38500.000000,36850.000000,38250.000000,38250.000000,15318
2016-07-05,37800.000000,39000.000000,37550.000000,38300.000000,38300.000000,16207
2016-07-06,38400.000000,38400.000000,36900.000000,37050.000000,37050.000000,6123
2016-07-07,37700.000000,37700.000000,36550.000000,37300.000000,37300.000000,4141
2016-07-08,37400.000000,37400.000000,36550.000000,36950.000000,36950.000000,4028
2016-07-11,37150.000000,38950.000000,36500.000000,38300.000000,38300.000000,16993
2016-07-12,38250.000000,40850.000000,38250.000000,40800.000000,40800.000000,29681
2016-07-13,40800.000000,41100.000000,40000.000000,40950.000000,40950.000000,16704
2016-07-14,40800.000000,40850.000000,39900.000000,40700.000000,40700.000000,6815
2016-07-15,41050.000000,41050.000000,39750.000000,39800.000000,39800.000000,8461
2016-07-18,39800.000000,40200.000000,38350.000000,39000.000000,39000.000000,4463
2016-07-19,39000.000000,39650.000000,38600.000000,38800.000000,38800.000000,4178
2016-07-20,39200.000000,40200.000000,37700.000000,40200.000000,40200.000000,9869
2016-07-21,39800.000000,41500.000000,39800.000000,40900.000000,40900.000000,14022
2016-07-22,40900.000000,44000.000000,40600.000000,41700.000000,41700.000000,38045
2016-07-25,41850.000000,42000.000000,41200.000000,41650.000000,41650.000000,9095
2016-07-26,41450.000000,42250.000000,41300.000000,41700.000000,41700.000000,13918
2016-07-27,41650.000000,41850.000000,40400.000000,40450.000000,40450.000000,11765
2016-07-28,40500.000000,41100.000000,40100.000000,41000.000000,41000.000000,4197
2016-07-29,41000.000000,42200.000000,41000.000000,41500.000000,41500.000000,15245
2016-08-01,41500.000000,41600.000000,40250.000000,41500.000000,41500.000000,16192
2016-08-02,41700.000000,41750.000000,40900.000000,41750.000000,41750.000000,7972
2016-08-03,41250.000000,41750.000000,41200.000000,41300.000000,41300.000000,6171
2016-08-04,41350.000000,43250.000000,41350.000000,43100.000000,43100.000000,24727
2016-08-05,43900.000000,43950.000000,43250.000000,43800.000000,43800.000000,18412
2016-08-08,44000.000000,44000.000000,43250.000000,43600.000000,43600.000000,16156
2016-08-09,43600.000000,43950.000000,43350.000000,43750.000000,43750.000000,9128
2016-08-10,43850.000000,44300.000000,43550.000000,44250.000000,44250.000000,21327
2016-08-11,44900.000000,45100.000000,44150.000000,44900.000000,44900.000000,16835
2016-08-12,44950.000000,45050.000000,44200.000000,44650.000000,44650.000000,5228
2016-08-16,44650.000000,44750.000000,43400.000000,43700.000000,43700.000000,8613
2016-08-17,44000.000000,44000.000000,43050.000000,43250.000000,43250.000000,5615
2016-08-18,43000.000000,44300.000000,42950.000000,44000.000000,44000.000000,15051
2016-08-19,44000.000000,44150.000000,43200.000000,43250.000000,43250.000000,8119
2016-08-22,43800.000000,43800.000000,42500.000000,42850.000000,42850.000000,6796
2016-08-23,43000.000000,43550.000000,42400.000000,42650.000000,42650.000000,8549
2016-08-24,43200.000000,43200.000000,41400.000000,41900.000000,41900.000000,9429
2016-08-25,42000.000000,42000.000000,40900.000000,41250.000000,41250.000000,4577
2016-08-26,41300.000000,41350.000000,40550.000000,41000.000000,41000.000000,1502
2016-08-29,40950.000000,41250.000000,40150.000000,40800.000000,40800.000000,6124
2016-08-30,41200.000000,42250.000000,40600.000000,40950.000000,40950.000000,9209
2016-08-31,41000.000000,41150.000000,40350.000000,40650.000000,40650.000000,3342
2016-09-01,40250.000000,41200.000000,40100.000000,41200.000000,41200.000000,2487
2016-09-02,41200.000000,41350.000000,40700.000000,40950.000000,40950.000000,3106
2016-09-05,41150.000000,41300.000000,40850.000000,40950.000000,40950.000000,1895
2016-09-06,40850.000000,41100.000000,40100.000000,40300.000000,40300.000000,5304
2016-09-07,40500.000000,40500.000000,39000.000000,39300.000000,39300.000000,9527
2016-09-08,39800.000000,39950.000000,39050.000000,39050.000000,39050.000000,5724
2016-09-09,39500.000000,39600.000000,38650.000000,38650.000000,38650.000000,3686
2016-09-12,38850.000000,38850.000000,37100.000000,37300.000000,37300.000000,7754
2016-09-13,37850.000000,38450.000000,37500.000000,38450.000000,38450.000000,3853
2016-09-19,38450.000000,38750.000000,38050.000000,38500.000000,38500.000000,2286
2016-09-20,38500.000000,38850.000000,37950.000000,38800.000000,38800.000000,4083
2016-09-21,38850.000000,40700.000000,38800.000000,40350.000000,40350.000000,5613
2016-09-22,40300.000000,40800.000000,40050.000000,40350.000000,40350.000000,3009
2016-09-23,40500.000000,40500.000000,39700.000000,40200.000000,40200.000000,1766
2016-09-26,40150.000000,41400.000000,39400.000000,40950.000000,40950.000000,6320
2016-09-27,40500.000000,40950.000000,40100.000000,40950.000000,40950.000000,2761
2016-09-28,40700.000000,41250.000000,40700.000000,41150.000000,41150.000000,4622
2016-09-29,40950.000000,41400.000000,40900.000000,41300.000000,41300.000000,6562
2016-09-30,41150.000000,41650.000000,40700.000000,41400.000000,41400.000000,3087
2016-10-04,41400.000000,41400.000000,40500.000000,41100.000000,41100.000000,5825
2016-10-05,40900.000000,41050.000000,40650.000000,40900.000000,40900.000000,1573
2016-10-06,41000.000000,42200.000000,40600.000000,40900.000000,40900.000000,9860
2016-10-07,40900.000000,41650.000000,40600.000000,40950.000000,40950.000000,7340
2016-10-10,40950.000000,41750.000000,40600.000000,40850.000000,40850.000000,7693
2016-10-11,41050.000000,41500.000000,40050.000000,40550.000000,40550.000000,9220
2016-10-12,40750.000000,40750.000000,39400.000000,40000.000000,40000.000000,6196
2016-10-13,40800.000000,40800.000000,39300.000000,39750.000000,39750.000000,6730
2016-10-14,40200.000000,40650.000000,39200.000000,40000.000000,40000.000000,5655
2016-10-17,40650.000000,40850.000000,39900.000000,40750.000000,40750.000000,9888
2016-10-18,40000.000000,40600.000000,39750.000000,40350.000000,40350.000000,7845
2016-10-19,39550.000000,40550.000000,39550.000000,40000.000000,40000.000000,5768
2016-10-20,40200.000000,40300.000000,39100.000000,39600.000000,39600.000000,6032
2016-10-21,39850.000000,40300.000000,39000.000000,39700.000000,39700.000000,5773
2016-10-24,40000.000000,40000.000000,39250.000000,39700.000000,39700.000000,3898
2016-10-25,39500.000000,39900.000000,38950.000000,39750.000000,39750.000000,11555
2016-10-26,39850.000000,39850.000000,38550.000000,39150.000000,39150.000000,5089
2016-10-27,39200.000000,39650.000000,38600.000000,38800.000000,38800.000000,7955
2016-10-28,38950.000000,39000.000000,37450.000000,38250.000000,38250.000000,6835
2016-10-31,38100.000000,38150.000000,37200.000000,37950.000000,37950.000000,6864
2016-11-01,37950.000000,38450.000000,37200.000000,37900.000000,37900.000000,4596
2016-11-02,37400.000000,38150.000000,37200.000000,37650.000000,37650.000000,6348
2016-11-03,36100.000000,37450.000000,35950.000000,36300.000000,36300.000000,12168
2016-11-04,36500.000000,36500.000000,35750.000000,36200.000000,36200.000000,2837
2016-11-07,35250.000000,36900.000000,35250.000000,36900.000000,36900.000000,3209
2016-11-08,36900.000000,37350.000000,36300.000000,37250.000000,37250.000000,1641
2016-11-09,37450.000000,38250.000000,35100.000000,36300.000000,36300.000000,11129
2016-11-10,36350.000000,37250.000000,35750.000000,36450.000000,36450.000000,9031
2016-11-11,35950.000000,36400.000000,35600.000000,36000.000000,36000.000000,4611
2016-11-14,36050.000000,36050.000000,34550.000000,35100.000000,35100.000000,12175
2016-11-15,35100.000000,35450.000000,34700.000000,34800.000000,34800.000000,3809
2016-11-16,34900.000000,35300.000000,34500.000000,35150.000000,35150.000000,3483
2016-11-17,35150.000000,35500.000000,34850.000000,35500.000000,35500.000000,2434
2016-11-18,35500.000000,35850.000000,35000.000000,35550.000000,35550.000000,3001
2016-11-21,35650.000000,35650.000000,34750.000000,35000.000000,35000.000000,3314
2016-11-22,34900.000000,35900.000000,34900.000000,35800.000000,35800.000000,5355
2016-11-23,35800.000000,36000.000000,35200.000000,35550.000000,35550.000000,2593
2016-11-24,35550.000000,35550.000000,35000.000000,35250.000000,35250.000000,3241
2016-11-25,35100.000000,35400.000000,34400.000000,34600.000000,34600.000000,2990
2016-11-28,34900.000000,34900.000000,32950.000000,32950.000000,32950.000000,6783
2016-11-29,33650.000000,34300.000000,32950.000000,33500.000000,33500.000000,4932
2016-11-30,33900.000000,33900.000000,33300.000000,33850.000000,33850.000000,2836
2016-12-01,34450.000000,34450.000000,33350.000000,33700.000000,33700.000000,1561
2016-12-02,33800.000000,34300.000000,32000.000000,32400.000000,32400.000000,4210
2016-12-05,32400.000000,32600.000000,30650.000000,31100.000000,31100.000000,9393
2016-12-06,30900.000000,32000.000000,30900.000000,31700.000000,31700.000000,3798
2016-12-07,31700.000000,32900.000000,31200.000000,31850.000000,31850.000000,19281
2016-12-08,31650.000000,32150.000000,30150.000000,31000.000000,31000.000000,36614
2016-12-09,31100.000000,31150.000000,30500.000000,31000.000000,31000.000000,5030
2016-12-12,31000.000000,32200.000000,30800.000000,32150.000000,32150.000000,5378
2016-12-13,31700.000000,32650.000000,31700.000000,32400.000000,32400.000000,2555
2016-12-14,32450.000000,32950.000000,31700.000000,32350.000000,32350.000000,4228
2016-12-15,32550.000000,32850.000000,32250.000000,32800.000000,32800.000000,1604
2016-12-16,32950.000000,33250.000000,32250.000000,32850.000000,32850.000000,4425
2016-12-19,32850.000000,32850.000000,32300.000000,32400.000000,32400.000000,1672
2016-12-20,32000.000000,32700.000000,32000.000000,32250.000000,32250.000000,1522
2016-12-21,32500.000000,32500.000000,32000.000000,32000.000000,32000.000000,2694
2016-12-22,32000.000000,32500.000000,31650.000000,31650.000000,31650.000000,1389
2016-12-23,31900.000000,32700.000000,31550.000000,32200.000000,32200.000000,1992
2016-12-26,32300.000000,32500.000000,31850.000000,32150.000000,32150.000000,2908
2016-12-27,32000.000000,32550.000000,32000.000000,32200.000000,32200.000000,2719
2016-12-28,32450.000000,32450.000000,31850.000000,32200.000000,32200.000000,1864
2016-12-29,32250.000000,32400.000000,31550.000000,31950.000000,31950.000000,6178
2017-01-02,32200.000000,32200.000000,31650.000000,31700.000000,31700.000000,1238
2017-01-03,32100.000000,32300.000000,31600.000000,32250.000000,32250.000000,5017
2017-01-04,32500.000000,33250.000000,32300.000000,33000.000000,33000.000000,2899
2017-01-05,32950.000000,34050.000000,32900.000000,34000.000000,34000.000000,5810
2017-01-06,33850.000000,34650.000000,33400.000000,33600.000000,33600.000000,2592
2017-01-09,33600.000000,34400.000000,33600.000000,33900.000000,33900.000000,2408
2017-01-10,33850.000000,34200.000000,33600.000000,33900.000000,33900.000000,1604
2017-01-11,34100.000000,34100.000000,33350.000000,33700.000000,33700.000000,2731
2017-01-12,33700.000000,33700.000000,32600.000000,32650.000000,32650.000000,5139
2017-01-13,32650.000000,33150.000000,32450.000000,32850.000000,32850.000000,2451
2017-01-16,32950.000000,33000.000000,32500.000000,32900.000000,32900.000000,1451
2017-01-17,32900.000000,41950.000000,32900.000000,36450.000000,36450.000000,232553
2017-01-18,37650.000000,37950.000000,35300.000000,36800.000000,36800.000000,47887
2017-01-19,36100.000000,37850.000000,35150.000000,35150.000000,35150.000000,23834
2017-01-20,35200.000000,35700.000000,34350.000000,34350.000000,34350.000000,13179
2017-01-23,34750.000000,39500.000000,34600.000000,37450.000000,37450.000000,59442
2017-01-24,37300.000000,37700.000000,36250.000000,36250.000000,36250.000000,16060
2017-01-25,36350.000000,36900.000000,34900.000000,35000.000000,35000.000000,21041
2017-01-26,35050.000000,35850.000000,34950.000000,35550.000000,35550.000000,6749
2017-01-31,36000.000000,37500.000000,35600.000000,36700.000000,36700.000000,7892
2017-02-01,36850.000000,39250.000000,36200.000000,39000.000000,39000.000000,27859
2017-02-02,38400.000000,40000.000000,38050.000000,39250.000000,39250.000000,15280
2017-02-03,38650.000000,39300.000000,38350.000000,38400.000000,38400.000000,4851
2017-02-06,38950.000000,39100.000000,38050.000000,39000.000000,39000.000000,2532
2017-02-07,38650.000000,39650.000000,38300.000000,38800.000000,38800.000000,5506
2017-02-08,39100.000000,39100.000000,37700.000000,38500.000000,38500.000000,5005
2017-02-09,38300.000000,38450.000000,37200.000000,37500.000000,37500.000000,6342
2017-02-10,37500.000000,37850.000000,37050.000000,37850.000000,37850.000000,6036
2017-02-13,38100.000000,38150.000000,37350.000000,38100.000000,38100.000000,5106
2017-02-14,38550.000000,39650.000000,37950.000000,38550.000000,38550.000000,5993
2017-02-15,39000.000000,39300.000000,38550.000000,39100.000000,39100.000000,4891
2017-02-16,39100.000000,39200.000000,38050.000000,38900.000000,38900.000000,5465
2017-02-17,38950.000000,41000.000000,38150.000000,38750.000000,38750.000000,22805
2017-02-20,38700.000000,38750.000000,37850.000000,38000.000000,38000.000000,5153
2017-02-21,38400.000000,38400.000000,37600.000000,37800.000000,37800.000000,3332
2017-02-22,38400.000000,38400.000000,37450.000000,38000.000000,38000.000000,2718
2017-02-23,38000.000000,38000.000000,36900.000000,37200.000000,37200.000000,9562
2017-02-24,37200.000000,37450.000000,36000.000000,36600.000000,36600.000000,5691
2017-02-27,36700.000000,37800.000000,36600.000000,37250.000000,37250.000000,6485
2017-02-28,37250.000000,38150.000000,37250.000000,37450.000000,37450.000000,489
2017-03-02,37450.000000,37850.000000,37000.000000,37200.000000,37200.000000,2931
2017-03-03,36800.000000,37150.000000,35650.000000,36450.000000,36450.000000,4166
2017-03-06,36450.000000,36450.000000,35450.000000,36350.000000,36350.000000,2835
2017-03-07,36350.000000,37200.000000,35900.000000,36400.000000,36400.000000,3647
2017-03-08,36400.000000,37500.000000,36400.000000,36850.000000,36850.000000,4941
2017-03-09,37000.000000,37000.000000,36000.000000,36000.000000,36000.000000,4407
